Creation date of BOM:;26/08/2021 12:42:46;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Design name:;ADC418AI12;;;;;;;;;;;;;;;;;;;;
Destination name:;ADC418AI12_DDR8Gb;;;;;;;;;;;;;;;;;;;;
Schematic Doc No.:;A2.C775-6410.7_PCB_BA0_AA_SCMVA;;;;;;;;;;;;;;;;;;;;
Reference;CompID;ReusedComp;ECDM Nomenclature;Value;tolerance;ud_PosTolerance;ud_NegTolerance;Part Name;Part Number NPP;Part Number CSE;Part Number Global;packageName;Variation;VariationItem;Module name;Module reference;Module;Module mode;Module number;Function Code;Component Group
R41045; .cmp2443;;R LIN,200.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDER;200;1%;;;A2C04629700;A2C0462970000;A2C0462970000;A2C0462970000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41047; .cmp2020;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41048; .cmp1799;;R LIN,3300.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDE;3.3k;1%;;;A2C04594800;A2C0459480000;A2C0459480000;A2C0459480000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41049; .cmp2034;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41050; .cmp1870;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41051; .cmp1869;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41053; .cmp1655;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41055; .cmp1654;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41056; .cmp1656;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41057; .cmp1175;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41058; .cmp1991;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41059; .cmp3106;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41060; .cmp1549;;R LIN,1K8,1%,TK100,63mW,0402,SMD SOLDERING;1.8k;1%;;;A2C03509000;A2C0350900000;A2C0350900000;A2C0350900000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41061; .cmp1551;;R LIN,1K8,1%,TK100,63mW,0402,SMD SOLDERING;1.8k;1%;;;A2C03509000;A2C0350900000;A2C0350900000;A2C0350900000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41062; .cmp1098;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41063; .cmp1094;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41064; .cmp1179;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41065; .cmp1103;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41066; .cmp1664;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41068; .cmp2754;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41069; .cmp1343;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41070; .cmp1542;;R LIN,3300.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDE;3.3k;1%;;;A2C04594800;A2C0459480000;A2C0459480000;A2C0459480000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41071; .cmp1344;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41072; .cmp1665;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41073; .cmp1666;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41074; .cmp1762;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41075; .cmp1761;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41076; .cmp1814;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41077; .cmp1773;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41078; .cmp1821;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41079; .cmp2074;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41081; .cmp2029;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41083; .cmp2042;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41085; .cmp2045;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41086; .cmp2047;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41087; .cmp1682;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41088; .cmp1953;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41089; .cmp1345;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41093; .cmp1248;;R LIN,240R,1%,TK100,63mW,0402;240;1%;;;A2C02363700;A2C0236370000;A2C0236370000;A2C0236370000;0402_04_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
R41094; .cmp1240;;R LIN,240R,1%,TK100,63mW,0402;240;1%;;;A2C02363700;A2C0236370000;A2C0236370000;A2C0236370000;0402_04_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
R41095; .cmp1238;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
R41096; .cmp1225;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
R41097; .cmp1183;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
R41098; .cmp2004;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41099; .cmp1046;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41100; .cmp1346;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41101; .cmp1192;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41102; .cmp1683;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41103; .cmp1684;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41104; .cmp3119;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;Samtec;;;;;;;IC_SUC_S32G275A;
R41105; .cmp1217;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41106; .cmp2891;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41108; .cmp1779;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41109; .cmp1718;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41110; .cmp1716;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41111; .cmp1727;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41112; .cmp1347;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41113; .cmp1726;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41114; .cmp1722;;R LIN,3K6,0.1%,TK25,63mW,0402,SMD SOLDERING;3.6k;0.1%;;;A2C04301600;A2C0430160000;A2C0430160000;A2C0430160000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41117; .cmp1877;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41118; .cmp1782;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41119; .cmp1791;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41120; .cmp1792;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41121; .cmp1882;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41122; .cmp1881;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41123; .cmp1886;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41124; .cmp2755;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41125; .cmp2756;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41126; .cmp2757;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41127; .cmp2758;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41128; .cmp2759;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;IC_SUC_S32G
R41129; .cmp1885;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41131; .cmp1813;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41132; .cmp1818;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41133; .cmp1817;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41134; .cmp1820;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41136; .cmp1795;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41137; .cmp1348;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41138; .cmp1894;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41139; .cmp1349;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41140; .cmp1822;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41141; .cmp1823;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41142; .cmp1824;;R LIN,22.0 ohm,5.0 %,200.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;22;5%;;;A2C04595100;A2C0459510000;A2C0459510000;A2C0459510000;0402_04_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
R41147; .cmp1898;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41150; .cmp1155;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41151; .cmp1906;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41152; .cmp1905;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41153; .cmp1909;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41154; .cmp1915;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41155; .cmp1920;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41156; .cmp1919;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41157; .cmp1928;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41158; .cmp1941;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41159; .cmp1945;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41160; .cmp1943;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41161; .cmp1939;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41162; .cmp1154;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41163; .cmp1156;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41164; .cmp1150;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41165; .cmp1153;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41166; .cmp1160;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41168; .cmp3107;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41169; .cmp2006;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41170; .cmp1193;;R LIN,47.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;47;1%;;;A2C04594900;A2C0459490000;A2C0459490000;A2C0459490000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41171; .cmp1171;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41172; .cmp1350;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41173; .cmp1351;;R LIN,39.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;39;1%;;;A2C04603100;A2C0460310000;A2C0460310000;A2C0460310000;0402_04_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
R41174; .cmp2054;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41175; .cmp2055;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41176; .cmp2062;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41177; .cmp2063;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41178; .cmp2064;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
R41179; .cmp2065;;R LIN,100K,0.1%,TK25,63mW,0402,SMD SOLDERING;100k;0.1%;;;A2C04115900;A2C0411590000;A2C0411590000;A2C0411590000;0402_04_m01a;;;;;;;;IC_SUC_S32G275A;
